best_auroc,strategy,search_method,n_iter,n_combinations,search_ratio,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_criterion,param_class_weight,param_ccp_alpha
0.7561416279325612,k-fold,RandomizedSearchCV,38707,43008,0.9,500,5,1,,0.2,,gini,balanced,0.001
