rank,mean_auroc,std_auroc,params,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_criterion,param_class_weight,param_ccp_alpha
16442,0.7827093919870269,0.08145700349418991,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,2,2,,0.2,20.0,entropy,balanced_subsample,0.001
16443,0.7827079381076606,0.087801400803084,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,10,8,0.9,log2,10.0,entropy,balanced_subsample,0.001
16444,0.7827079381076606,0.087801400803084,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,2,8,0.9,log2,10.0,entropy,balanced_subsample,0.001
16445,0.7827079381076606,0.087801400803084,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,5,8,0.9,log2,10.0,entropy,balanced_subsample,0.001
16446,0.782705121187452,0.08363348870168362,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,10,2,,sqrt,20.0,gini,balanced,0.0
16447,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,2,8,,0.3,10.0,entropy,balanced,0.001
16448,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,5,8,,0.3,10.0,entropy,balanced,0.0001
16449,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,2,8,,0.3,10.0,entropy,balanced,0.0
16450,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,10,8,,0.3,10.0,entropy,balanced,0.0001
16451,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,5,8,,0.3,10.0,entropy,balanced,0.0
16452,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,2,8,,0.3,10.0,entropy,balanced,0.0001
16453,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,5,8,,0.3,10.0,entropy,balanced,0.001
16454,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,10,8,,0.3,10.0,entropy,balanced,0.001
16455,0.7827041240809458,0.08121245255335668,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,10,8,,0.3,10.0,entropy,balanced,0.0
16456,0.7827036758903632,0.08303504979872084,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,5,2,,log2,10.0,gini,balanced,0.001
16457,0.7827034493680799,0.08501148632235726,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,20,8,0.9,0.2,5.0,gini,balanced,0.001
16458,0.7827031592040024,0.08703895906786507,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.2, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,20,2,,0.2,10.0,gini,balanced_subsample,0.001
16459,0.7827019037998519,0.0798325398372316,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,20,8,0.7,0.2,5.0,entropy,balanced_subsample,0.0001
16460,0.7827019037998519,0.0798325398372316,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,20,8,0.7,0.2,5.0,entropy,balanced_subsample,0.001
16461,0.7827019037998519,0.0798325398372316,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,20,8,0.7,0.2,5.0,entropy,balanced_subsample,0.0
16462,0.78270136116749,0.09054538739221893,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,10,1,0.5,sqrt,10.0,gini,balanced_subsample,0.001
16463,0.7827003100708718,0.08607871137123616,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,10,4,0.5,0.3,20.0,gini,balanced_subsample,0.001
16464,0.7827003100708718,0.08607871137123616,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,10,4,0.5,0.3,,gini,balanced_subsample,0.001
16465,0.7827002882025555,0.08772746367226462,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,5,2,,log2,20.0,gini,balanced_subsample,0.001
16466,0.7827002882025555,0.08772746367226462,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,5,2,,log2,,gini,balanced_subsample,0.001
16467,0.7826997859800352,0.0808089165767311,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,2,1,0.5,0.3,5.0,gini,balanced,0.0001
16468,0.7826997859800352,0.0808089165767311,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,2,1,0.5,0.3,5.0,gini,balanced,0.001
16469,0.7826996441649903,0.08383872807472187,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.1, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,10,2,,0.1,20.0,entropy,balanced,0.001
16470,0.7826996441649903,0.08383872807472187,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.1, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,10,2,,0.1,20.0,entropy,balanced,0.0001
16471,0.7826995877383384,0.09055618187667457,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,10,1,0.5,sqrt,20.0,gini,balanced_subsample,0.0
16472,0.7826995877383384,0.09055618187667457,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,10,1,0.5,sqrt,20.0,gini,balanced_subsample,0.0001
16473,0.7826995877383384,0.09055618187667457,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,10,1,0.5,sqrt,,gini,balanced_subsample,0.0
16474,0.7826995877383384,0.09055618187667457,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,10,1,0.5,sqrt,,gini,balanced_subsample,0.0001
16475,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,10,8,0.7,sqrt,20.0,gini,balanced,0.0
16476,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,10,8,0.7,sqrt,,gini,balanced,0.0001
16477,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,10,8,0.7,sqrt,,gini,balanced,0.0
16478,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,5,8,0.7,sqrt,20.0,gini,balanced,0.0001
16479,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,10,8,0.7,sqrt,20.0,gini,balanced,0.0001
16480,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,5,8,0.7,sqrt,20.0,gini,balanced,0.0
16481,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,2,8,0.7,sqrt,20.0,gini,balanced,0.0001
16482,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,5,8,0.7,sqrt,,gini,balanced,0.0001
16483,0.7826978214473956,0.08556643951015505,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,2,8,0.7,sqrt,20.0,gini,balanced,0.0
16484,0.7826974993888327,0.08668916486442714,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,2,1,,log2,5.0,gini,balanced_subsample,0.001
16485,0.7826951219118723,0.08481753259972291,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.1, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,5,1,0.9,0.1,10.0,gini,balanced,0.0001
16486,0.7826951219118723,0.08481753259972291,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.1, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,5,1,0.9,0.1,10.0,gini,balanced,0.0
16487,0.7826949671344337,0.08365432733798986,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,20,8,,0.2,5.0,gini,balanced_subsample,0.001
16488,0.782694436365908,0.08620039502929946,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,10,4,,log2,20.0,gini,balanced,0.0
16489,0.782694436365908,0.08620039502929946,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,4,,log2,,gini,balanced,0.0001
16490,0.782694436365908,0.08620039502929946,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,10,4,,log2,,gini,balanced,0.0
16491,0.782694436365908,0.08620039502929946,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,4,,log2,20.0,gini,balanced,0.0001
16492,0.7826935756322378,0.08069248196019288,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,20,8,,0.3,5.0,entropy,balanced_subsample,0.0001
16493,0.7826935756322378,0.08069248196019288,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,20,8,,0.3,5.0,entropy,balanced_subsample,0.001
16494,0.7826935756322378,0.08069248196019288,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.3, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,20,8,,0.3,5.0,entropy,balanced_subsample,0.0
16495,0.7826903971858399,0.08363315810592868,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,20,2,0.7,0.2,5.0,entropy,balanced_subsample,0.001
16496,0.7826903971858399,0.08363315810592868,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,20,2,0.7,0.2,5.0,entropy,balanced_subsample,0.0001
16497,0.7826903971858399,0.08363315810592868,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,20,2,0.7,0.2,5.0,entropy,balanced_subsample,0.0
16498,0.782689384554748,0.08336000689767321,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,2,1,0.9,0.2,20.0,gini,balanced,0.001
16499,0.7826874966494615,0.08625526667168765,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,5,8,0.9,log2,10.0,gini,balanced,0.0001
16500,0.7826874966494615,0.08625526667168765,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,8,0.9,log2,10.0,gini,balanced,0.0001
16501,0.7826874966494615,0.08625526667168765,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,8,0.9,log2,10.0,gini,balanced,0.0001
16502,0.7826864994951107,0.08263791771172027,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,2,2,,sqrt,10.0,entropy,balanced,0.0
16503,0.7826864994951107,0.08263791771172027,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,2,,sqrt,10.0,entropy,balanced,0.0001
16504,0.782685930213272,0.08701235712572748,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,20,1,0.9,log2,20.0,gini,balanced,0.0001
16505,0.782685930213272,0.08701235712572748,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,20,1,0.9,log2,20.0,gini,balanced,0.0
16506,0.7826853947970038,0.08570504296115834,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.05, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,5,1,0.9,0.05,,entropy,balanced,0.0
16507,0.7826853947970038,0.08570504296115834,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.05, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,5,1,0.9,0.05,,entropy,balanced,0.0001
16508,0.7826853947970038,0.08570504296115834,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.05, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,5,1,0.9,0.05,,entropy,balanced,0.001
16509,0.7826853658170738,0.07875190851626994,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,5,4,0.7,0.3,10.0,gini,balanced_subsample,0.001
16510,0.7826853658170738,0.07875190851626994,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,2,4,0.7,0.3,10.0,gini,balanced_subsample,0.001
16511,0.7826844770428738,0.08976587025298172,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,2,1,,0.2,5.0,gini,balanced_subsample,0.0
16512,0.7826844770428738,0.08976587025298172,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,2,1,,0.2,5.0,gini,balanced_subsample,0.0001
16513,0.7826838855375923,0.08664938914070147,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,2,1,,0.2,5.0,gini,balanced_subsample,0.001
16514,0.7826826620938823,0.08610752140042423,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,20,8,,sqrt,5.0,gini,balanced_subsample,0.0001
16515,0.7826820014293401,0.08609350482074071,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,20,2,0.9,0.2,10.0,gini,balanced,0.0
16516,0.7826814487592554,0.08551678542980806,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,2,2,0.9,log2,5.0,entropy,balanced,0.0
16517,0.7826814487592554,0.08551678542980806,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,2,0.9,log2,5.0,entropy,balanced,0.0001
16518,0.7826814487592554,0.08551678542980806,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,2,2,0.9,log2,5.0,entropy,balanced,0.001
16519,0.7826811479919252,0.08872185363441668,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.1, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,20,2,0.9,0.1,,entropy,balanced_subsample,0.0001
16520,0.7826811479919252,0.08872185363441668,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.1, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,20,2,0.9,0.1,,entropy,balanced_subsample,0.0
16521,0.7826811479919252,0.08872185363441668,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.1, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,20,2,0.9,0.1,,entropy,balanced_subsample,0.001
16522,0.7826810126572133,0.08714600966422122,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,2,0.9,0.2,,gini,balanced,0.0001
16523,0.7826810126572133,0.08714600966422122,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,2,0.9,0.2,20.0,gini,balanced,0.0001
16524,0.7826810126572133,0.08714600966422122,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,2,2,0.9,0.2,20.0,gini,balanced,0.0
16525,0.7826810126572133,0.08714600966422122,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,2,2,0.9,0.2,,gini,balanced,0.0
