rank,mean_auroc,std_auroc,params,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_criterion,param_class_weight,param_ccp_alpha
34945,0.763054683781998,0.08483384722028567,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,2,8,0.9,0.01,20.0,entropy,balanced_subsample,0.0001
34946,0.763054683781998,0.08483384722028567,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,2,8,0.9,0.01,,entropy,balanced_subsample,0.0
34947,0.763054683781998,0.08483384722028567,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,2,8,0.9,0.01,20.0,entropy,balanced_subsample,0.0
34948,0.7630532469825176,0.0867035734950849,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,10,1,0.5,0.01,20.0,entropy,balanced_subsample,0.0001
34949,0.7630532469825176,0.0867035734950849,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,10,1,0.5,0.01,20.0,entropy,balanced_subsample,0.001
34950,0.7630532469825176,0.0867035734950849,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,10,1,0.5,0.01,20.0,entropy,balanced_subsample,0.0
34951,0.7630530742832916,0.0832485780151056,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,10,2,0.9,0.01,,gini,balanced_subsample,0.0
34952,0.7630530742832916,0.0832485780151056,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,10,2,0.9,0.01,,gini,balanced_subsample,0.0001
34953,0.7630427281418989,0.07449054000399653,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,10,2,,0.01,10.0,entropy,balanced_subsample,0.0001
34954,0.7630427281418989,0.07449054000399653,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,10,2,,0.01,10.0,entropy,balanced_subsample,0.0
34955,0.7630400174661989,0.07811327783064238,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,10,2,0.9,0.01,10.0,entropy,balanced_subsample,0.0
34956,0.7630400174661989,0.07811327783064238,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,10,2,0.9,0.01,10.0,entropy,balanced_subsample,0.0001
34957,0.7630328376238205,0.08257060727474516,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,20,2,0.9,0.01,10.0,gini,balanced,0.0
34958,0.7630328376238205,0.08257060727474516,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,20,2,0.9,0.01,10.0,gini,balanced,0.0001
34959,0.7630103180989195,0.08763581491142171,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,2,2,0.5,0.01,,entropy,balanced,0.001
34960,0.763005845649251,0.08289648399132611,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,5,4,0.7,0.01,,entropy,balanced,0.001
34961,0.763005845649251,0.08289648399132611,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,2,4,0.7,0.01,,entropy,balanced,0.001
34962,0.7629981140592118,0.08478598619431564,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,2,8,0.9,0.01,20.0,entropy,balanced_subsample,0.001
34963,0.7629981140592118,0.08478598619431564,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,5,8,0.9,0.01,,entropy,balanced_subsample,0.001
34964,0.7629981140592118,0.08478598619431564,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,10,8,0.9,0.01,,entropy,balanced_subsample,0.001
34965,0.7629981140592118,0.08478598619431564,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,2,8,0.9,0.01,,entropy,balanced_subsample,0.001
34966,0.7629981140592118,0.08478598619431564,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,10,8,0.9,0.01,20.0,entropy,balanced_subsample,0.001
34967,0.7629938705978746,0.08460646610193945,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,5,1,0.9,0.01,10.0,entropy,balanced,0.0
34968,0.7629938705978746,0.08460646610193945,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,5,1,0.9,0.01,10.0,entropy,balanced,0.001
34969,0.7629938705978746,0.08460646610193945,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,5,1,0.9,0.01,10.0,entropy,balanced,0.0001
34970,0.7629887382919907,0.07452497052819318,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,10,2,,0.01,10.0,entropy,balanced_subsample,0.001
34971,0.7629861371967688,0.08330016729595253,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,10,4,0.9,0.01,,entropy,balanced,0.001
34972,0.7629771778009204,0.08122207346047275,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,20,2,0.9,0.01,10.0,gini,balanced,0.001
34973,0.7629717827098526,0.08419391909586153,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,10,4,0.7,0.01,20.0,gini,balanced_subsample,0.001
34974,0.7629717827098526,0.08419391909586153,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,10,4,0.7,0.01,,gini,balanced_subsample,0.001
34975,0.7629717203157601,0.08368611569664969,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,20,4,,0.01,20.0,entropy,balanced_subsample,0.001
34976,0.7629715749055828,0.08572506337536796,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,20,2,0.9,0.01,,gini,balanced,0.0001
34977,0.7629715749055828,0.08572506337536796,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,20,2,0.9,0.01,,gini,balanced,0.0
34978,0.7629715749055828,0.08572506337536796,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,20,2,0.9,0.01,20.0,gini,balanced,0.0
34979,0.7629715749055828,0.08572506337536796,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,20,2,0.9,0.01,20.0,gini,balanced,0.0001
34980,0.7629697584235543,0.08374396762134147,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,20,4,,0.01,20.0,entropy,balanced_subsample,0.0
34981,0.7629697584235543,0.08374396762134147,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,20,4,,0.01,20.0,entropy,balanced_subsample,0.0001
34982,0.7629696522649654,0.08344122840217408,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,10,2,0.7,0.01,20.0,gini,balanced_subsample,0.0001
34983,0.7629696522649654,0.08344122840217408,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,10,2,0.7,0.01,20.0,gini,balanced_subsample,0.0
34984,0.762966348845064,0.07587928663651296,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,2,0.5,0.01,20.0,entropy,balanced,0.0001
34985,0.7629643362566342,0.08002174124249582,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,2,4,0.5,0.01,20.0,entropy,balanced,0.001
34986,0.7629643362566342,0.08002174124249582,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,5,4,0.5,0.01,20.0,entropy,balanced,0.001
34987,0.7629643362566342,0.08002174124249582,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,2,4,0.5,0.01,,entropy,balanced,0.001
34988,0.7629581903331791,0.08477858663080051,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,8,,0.01,20.0,gini,balanced,0.0001
34989,0.7629581903331791,0.08477858663080051,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,5,8,,0.01,,gini,balanced,0.0001
34990,0.7629581903331791,0.08477858663080051,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,5,8,,0.01,20.0,gini,balanced,0.0001
34991,0.7629581903331791,0.08477858663080051,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,8,,0.01,20.0,gini,balanced,0.0001
34992,0.7629581903331791,0.08477858663080051,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,8,,0.01,,gini,balanced,0.0001
34993,0.7629581903331791,0.08477858663080051,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,8,,0.01,,gini,balanced,0.0001
34994,0.7629468517956742,0.08535642615774028,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,5,1,0.5,0.01,10.0,entropy,balanced_subsample,0.001
34995,0.7629468517956742,0.08535642615774028,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,5,1,0.5,0.01,10.0,entropy,balanced_subsample,0.0001
34996,0.7629468517956742,0.08535642615774028,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,5,1,0.5,0.01,10.0,entropy,balanced_subsample,0.0
34997,0.7629424007762734,0.0876712882127606,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,5,4,,0.01,10.0,gini,balanced_subsample,0.001
34998,0.7629424007762734,0.0876712882127606,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,2,4,,0.01,10.0,gini,balanced_subsample,0.001
34999,0.76293574778357,0.0864711102009981,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,5,4,0.7,0.01,,gini,balanced_subsample,0.001
35000,0.76293574778357,0.0864711102009981,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,2,4,0.7,0.01,,gini,balanced_subsample,0.001
35001,0.7629320947547162,0.08000641660991444,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,2,1,0.7,0.01,10.0,gini,balanced_subsample,0.001
35002,0.7629260541960952,0.07616924504668189,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,2,0.5,0.01,,entropy,balanced,0.0001
35003,0.7629186564049414,0.08430598009041254,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,10,2,0.9,0.01,10.0,gini,balanced_subsample,0.001
35004,0.7629170364616362,0.07988879129958157,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,20,4,0.5,0.01,10.0,entropy,balanced,0.0001
35005,0.7629170364616362,0.07988879129958157,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,20,4,0.5,0.01,10.0,entropy,balanced,0.0
35006,0.7629141556473915,0.08594240112214219,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,2,4,0.9,0.01,10.0,gini,balanced,0.0001
35007,0.7629141556473915,0.08594240112214219,"{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",2000,5,4,0.9,0.01,10.0,gini,balanced,0.0001
35008,0.7629091577531975,0.08361936291268089,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",2000,20,4,,0.01,,entropy,balanced_subsample,0.001
35009,0.7629071958609918,0.0836768385377678,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,20,4,,0.01,,entropy,balanced_subsample,0.0
35010,0.7629025622066457,0.0806347059921556,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,5,1,,0.01,10.0,gini,balanced_subsample,0.001
35011,0.7628939479997962,0.08050167790478448,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",2000,10,1,0.5,0.01,,gini,balanced_subsample,0.0
35012,0.7628939479997962,0.08050167790478448,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",2000,10,1,0.5,0.01,,gini,balanced_subsample,0.0001
35013,0.7628881020006753,0.0773111687551971,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,20,2,,0.01,20.0,gini,balanced_subsample,0.0001
35014,0.7628862666253858,0.0887970890769472,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.05, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,10,1,0.7,0.05,5.0,gini,balanced_subsample,0.001
35015,0.7628778111916195,0.07805157377435802,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,20,2,,0.01,,gini,balanced_subsample,0.001
35016,0.762872064346187,0.07619973595934701,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,10,2,0.5,0.01,,entropy,balanced,0.001
35017,0.7628680665067659,0.08404431764037137,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,2,2,0.5,0.01,,entropy,balanced_subsample,0.001
35018,0.762861570866202,0.08107288442395905,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,20,4,0.5,0.01,20.0,entropy,balanced,0.001
35019,0.762861570866202,0.08107288442395905,"{'n_estimators': 2000, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,20,4,0.5,0.01,,entropy,balanced,0.001
35020,0.7628509672003314,0.08423034031888645,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,10,4,0.9,0.01,20.0,gini,balanced,0.001
35021,0.7628482148020626,0.08212761407489477,"{'n_estimators': 2000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",2000,10,1,0.5,0.01,,gini,balanced,0.001
35022,0.7628435863311595,0.07729400665306889,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,20,2,,0.01,,gini,balanced_subsample,0.0001
35023,0.7628376350941406,0.08208833560674737,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,5,1,,0.01,10.0,gini,balanced,0.0001
35024,0.7628376350941406,0.08208833560674737,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,5,1,,0.01,10.0,gini,balanced,0.0
35025,0.7628375080379972,0.08627277068448681,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",2000,2,2,0.5,0.01,20.0,gini,balanced,0.0
35026,0.7628358068729174,0.0833270377712357,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",1000,20,2,,0.01,20.0,entropy,balanced_subsample,0.001
35027,0.7628358068729174,0.0833270377712357,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,20,2,,0.01,20.0,entropy,balanced_subsample,0.0001
