rank,mean_auroc,std_auroc,params,param_path_smooth,param_num_leaves,param_n_estimators,param_min_child_samples,param_learning_rate,param_lambda_l2,param_lambda_l1,param_feature_fraction,param_extra_trees,param_bagging_fraction
21912,0.7269271595185635,0.03078553611651808,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.9}",0,31,1000,10,0.05,0.1,0.1,0.1,True,0.9
21913,0.7269271595185635,0.03078553611651808,"{'path_smooth': 0, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.7}",0,63,1000,10,0.05,0.1,0.1,0.1,True,0.7
21914,0.7269271595185635,0.03078553611651808,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.7}",0,31,1000,10,0.05,0.1,0.1,0.1,True,0.7
21915,0.7269270101127365,0.03862016796288875,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",1,31,1000,5,0.01,1.0,0.1,0.4,False,0.9
21916,0.7269270101127365,0.03862016796288875,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",1,31,1000,5,0.01,1.0,0.1,0.4,False,0.7
21917,0.7269266139363422,0.03182155582290727,"{'path_smooth': 1, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",1,7,1000,20,0.01,0.0,0.1,0.4,False,0.7
21918,0.7269266139363422,0.03182155582290727,"{'path_smooth': 1, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",1,7,1000,20,0.01,0.0,0.1,0.4,False,0.9
21919,0.7269248605321221,0.04321837409843894,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",0,15,500,20,0.01,1.0,0.1,0.4,False,0.7
21920,0.7269248605321221,0.04321837409843894,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",0,15,500,20,0.01,1.0,0.1,0.4,False,0.9
21921,0.7269231959422788,0.04403789275008135,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",0,31,1000,5,0.01,0.0,0.1,0.4,False,0.7
21922,0.7269231959422788,0.04403789275008135,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",0,31,1000,5,0.01,0.0,0.1,0.4,False,0.9
21923,0.7269230852268553,0.028102199876363802,"{'path_smooth': 1, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.1, 'extra_trees': False, 'bagging_fraction': 0.7}",1,7,1000,10,0.01,0.1,0.1,0.1,False,0.7
21924,0.7269217959170516,0.041378612625474695,"{'path_smooth': 10, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': True, 'bagging_fraction': 0.7}",10,63,500,30,0.05,0.1,0.1,0.6,True,0.7
21925,0.7269217959170516,0.041378612625474695,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': True, 'bagging_fraction': 0.7}",10,15,500,30,0.05,0.1,0.1,0.6,True,0.7
21926,0.7269217959170516,0.041378612625474695,"{'path_smooth': 10, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': True, 'bagging_fraction': 0.9}",10,31,500,30,0.05,0.1,0.1,0.6,True,0.9
21927,0.7269217959170516,0.041378612625474695,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': True, 'bagging_fraction': 0.9}",10,15,500,30,0.05,0.1,0.1,0.6,True,0.9
21928,0.7269217959170516,0.041378612625474695,"{'path_smooth': 10, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': True, 'bagging_fraction': 0.9}",10,63,500,30,0.05,0.1,0.1,0.6,True,0.9
21929,0.7269217959170516,0.041378612625474695,"{'path_smooth': 10, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': True, 'bagging_fraction': 0.7}",10,31,500,30,0.05,0.1,0.1,0.6,True,0.7
21930,0.7269203248876721,0.035385101475657814,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 0.1, 'lambda_l1': 0.5, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.7}",0,15,500,20,0.01,0.1,0.5,0.6,False,0.7
21931,0.7269203248876721,0.035385101475657814,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 0.1, 'lambda_l1': 0.5, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.9}",0,15,500,20,0.01,0.1,0.5,0.6,False,0.9
21932,0.7269198097123797,0.029438704036581644,"{'path_smooth': 0, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0, 'feature_fraction': 0.1, 'extra_trees': False, 'bagging_fraction': 0.9}",0,7,1000,10,0.01,0.0,0.0,0.1,False,0.9
21933,0.7269198097123797,0.029438704036581644,"{'path_smooth': 0, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0, 'feature_fraction': 0.1, 'extra_trees': False, 'bagging_fraction': 0.7}",0,7,1000,10,0.01,0.0,0.0,0.1,False,0.7
21934,0.7269186792267062,0.039200803512382094,"{'path_smooth': 10, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.7}",10,63,500,10,0.05,1.0,0.5,0.2,False,0.7
21935,0.7269186792267062,0.039200803512382094,"{'path_smooth': 10, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.9}",10,63,500,10,0.05,1.0,0.5,0.2,False,0.9
21936,0.7269166764903757,0.0322445495739473,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.7}",10,15,500,10,0.01,1.0,1.0,0.6,False,0.7
21937,0.7269166764903757,0.0322445495739473,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.9}",10,15,500,10,0.01,1.0,1.0,0.6,False,0.9
21938,0.7269161377785162,0.02884774948275231,"{'path_smooth': 1, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.9}",1,7,1000,30,0.05,0.1,0.0,0.4,True,0.9
21939,0.7269161377785162,0.02884774948275231,"{'path_smooth': 1, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.7}",1,7,1000,30,0.05,0.1,0.0,0.4,True,0.7
21940,0.7269157892112394,0.03976374596008794,"{'path_smooth': 10, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.9}",10,63,1000,10,0.05,1.0,0.5,0.2,False,0.9
21941,0.7269157892112394,0.03976374596008794,"{'path_smooth': 10, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.7}",10,63,1000,10,0.05,1.0,0.5,0.2,False,0.7
21942,0.7269145537971416,0.03318655710534872,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': False, 'bagging_fraction': 0.9}",1,31,500,30,0.05,1.0,0.5,0.1,False,0.9
21943,0.7269145537971416,0.03318655710534872,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': False, 'bagging_fraction': 0.7}",1,31,500,30,0.05,1.0,0.5,0.1,False,0.7
21944,0.7269145537971416,0.03318655710534872,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': False, 'bagging_fraction': 0.9}",1,63,500,30,0.05,1.0,0.5,0.1,False,0.9
21945,0.7269145537971416,0.03318655710534872,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': False, 'bagging_fraction': 0.7}",1,63,500,30,0.05,1.0,0.5,0.1,False,0.7
21946,0.7269140959617426,0.0442909062494258,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",0,31,500,5,0.01,1.0,0.0,0.4,False,0.7
21947,0.7269140959617426,0.0442909062494258,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",0,31,500,5,0.01,1.0,0.0,0.4,False,0.9
21948,0.7269132662676989,0.03747439507548366,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.9}",0,15,1000,20,0.05,1.0,0.5,0.2,False,0.9
21949,0.7269132662676989,0.03747439507548366,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.7}",0,15,1000,20,0.05,1.0,0.5,0.2,False,0.7
21950,0.7269102212682113,0.032296373039900905,"{'path_smooth': 1, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.9}",1,15,500,10,0.05,0.0,0.1,0.2,False,0.9
21951,0.7269102212682113,0.032296373039900905,"{'path_smooth': 1, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 10, 'learning_rate': 0.05, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.7}",1,15,500,10,0.05,0.0,0.1,0.2,False,0.7
21952,0.7269092584570053,0.03968587997288084,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 0.1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",0,31,1000,10,0.01,0.1,0.5,0.4,False,0.9
21953,0.7269092584570053,0.03968587997288084,"{'path_smooth': 0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 0.1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",0,31,1000,10,0.01,0.1,0.5,0.4,False,0.7
21954,0.7269085909265084,0.02289383924654442,"{'path_smooth': 0, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.7}",0,7,1000,30,0.05,1.0,0.5,0.1,True,0.7
21955,0.7269085909265084,0.02289383924654442,"{'path_smooth': 0, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.9}",0,7,1000,30,0.05,1.0,0.5,0.1,True,0.9
21956,0.7269065856525299,0.035025698197713534,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 1000, 'min_child_samples': 5, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.9}",10,15,1000,5,0.05,1.0,0.0,0.4,True,0.9
21957,0.726905716353456,0.03794792935350057,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 0.1, 'lambda_l1': 1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",0,15,500,5,0.01,0.1,1.0,0.4,False,0.9
21958,0.726905716353456,0.03794792935350057,"{'path_smooth': 0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 0.1, 'lambda_l1': 1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",0,15,500,5,0.01,0.1,1.0,0.4,False,0.7
21959,0.7269045691662859,0.03941167818256516,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 1, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.7}",10,15,1000,30,0.05,0.1,1.0,0.2,False,0.7
21960,0.7269045691662859,0.03941167818256516,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 1, 'feature_fraction': 0.2, 'extra_trees': False, 'bagging_fraction': 0.9}",10,15,1000,30,0.05,0.1,1.0,0.2,False,0.9
21961,0.7269028218387461,0.03340760339110856,"{'path_smooth': 10, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.9}",10,31,500,5,0.01,0.0,0.1,0.1,True,0.9
21962,0.7269028218387461,0.03340760339110856,"{'path_smooth': 10, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.7}",10,31,500,5,0.01,0.0,0.1,0.1,True,0.7
21963,0.7269019092768702,0.03638521631392962,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.9}",1,63,1000,30,0.05,1.0,0.5,0.4,True,0.9
21964,0.7269019092768702,0.03638521631392962,"{'path_smooth': 1, 'num_leaves': 15, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.9}",1,15,1000,30,0.05,1.0,0.5,0.4,True,0.9
21965,0.7269019092768702,0.03638521631392962,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.9}",1,31,1000,30,0.05,1.0,0.5,0.4,True,0.9
21966,0.7269019092768702,0.03638521631392962,"{'path_smooth': 1, 'num_leaves': 15, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.7}",1,15,1000,30,0.05,1.0,0.5,0.4,True,0.7
21967,0.7269019092768702,0.03638521631392962,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.7}",1,31,1000,30,0.05,1.0,0.5,0.4,True,0.7
21968,0.7269019092768702,0.03638521631392962,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.05, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': True, 'bagging_fraction': 0.7}",1,63,1000,30,0.05,1.0,0.5,0.4,True,0.7
21969,0.7269000287112225,0.029619450311771604,"{'path_smooth': 10, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",10,7,1000,30,0.01,1.0,0.5,0.4,False,0.9
21970,0.7269000287112225,0.029619450311771604,"{'path_smooth': 10, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",10,7,1000,30,0.01,1.0,0.5,0.4,False,0.7
21971,0.7268999003157106,0.035237618730699194,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.7}",10,15,500,20,0.01,1.0,0.5,0.6,False,0.7
21972,0.7268999003157106,0.035237618730699194,"{'path_smooth': 10, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.9}",10,15,500,20,0.01,1.0,0.5,0.6,False,0.9
21973,0.7268998779356609,0.03693772825609528,"{'path_smooth': 1, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 10, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",1,7,1000,10,0.01,0.0,0.1,0.4,False,0.9
21974,0.7268983134408363,0.030060871829845463,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.05, 'lambda_l2': 0, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.9}",1,31,1000,20,0.05,0.0,0.5,0.1,True,0.9
21975,0.7268983134408363,0.030060871829845463,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.05, 'lambda_l2': 0, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.7}",1,31,1000,20,0.05,0.0,0.5,0.1,True,0.7
21976,0.7268983134408363,0.030060871829845463,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.05, 'lambda_l2': 0, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.7}",1,63,1000,20,0.05,0.0,0.5,0.1,True,0.7
21977,0.7268983134408363,0.030060871829845463,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 20, 'learning_rate': 0.05, 'lambda_l2': 0, 'lambda_l1': 0.5, 'feature_fraction': 0.1, 'extra_trees': True, 'bagging_fraction': 0.9}",1,63,1000,20,0.05,0.0,0.5,0.1,True,0.9
21978,0.7268966050055207,0.03583676381881033,"{'path_smooth': 10, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.7}",10,7,1000,30,0.01,1.0,0.1,0.6,False,0.7
21979,0.7268966050055207,0.03583676381881033,"{'path_smooth': 10, 'num_leaves': 7, 'n_estimators': 1000, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.9}",10,7,1000,30,0.01,1.0,0.1,0.6,False,0.9
21980,0.7268965569287967,0.035307805217305865,"{'path_smooth': 0, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 5, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",0,63,1000,5,0.05,0.1,0.1,0.4,False,0.9
21981,0.7268965569287967,0.035307805217305865,"{'path_smooth': 0, 'num_leaves': 63, 'n_estimators': 1000, 'min_child_samples': 5, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",0,63,1000,5,0.05,0.1,0.1,0.4,False,0.7
21982,0.7268965569287967,0.035307805217305865,"{'path_smooth': 0, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.7}",0,63,500,5,0.05,0.1,0.1,0.4,False,0.7
21983,0.7268965569287967,0.035307805217305865,"{'path_smooth': 0, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.05, 'lambda_l2': 0.1, 'lambda_l1': 0.1, 'feature_fraction': 0.4, 'extra_trees': False, 'bagging_fraction': 0.9}",0,63,500,5,0.05,0.1,0.1,0.4,False,0.9
21984,0.7268946073239001,0.03572787738807107,"{'path_smooth': 0, 'num_leaves': 7, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.7}",0,7,500,5,0.01,1.0,0.5,0.6,False,0.7
21985,0.7268946073239001,0.03572787738807107,"{'path_smooth': 0, 'num_leaves': 7, 'n_estimators': 500, 'min_child_samples': 5, 'learning_rate': 0.01, 'lambda_l2': 1, 'lambda_l1': 0.5, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.9}",0,7,500,5,0.01,1.0,0.5,0.6,False,0.9
21986,0.7268930667431833,0.037254085450392584,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.7}",1,63,500,30,0.01,0.0,0.1,0.6,False,0.7
21987,0.7268930667431833,0.037254085450392584,"{'path_smooth': 1, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.9}",1,63,500,30,0.01,0.0,0.1,0.6,False,0.9
21988,0.7268930667431833,0.037254085450392584,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.7}",1,31,500,30,0.01,0.0,0.1,0.6,False,0.7
21989,0.7268930667431833,0.037254085450392584,"{'path_smooth': 1, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'learning_rate': 0.01, 'lambda_l2': 0, 'lambda_l1': 0.1, 'feature_fraction': 0.6, 'extra_trees': False, 'bagging_fraction': 0.9}",1,31,500,30,0.01,0.0,0.1,0.6,False,0.9
