Actinomyces,Adlercreutzia,Akkermansia,Alistipes,Anaerostipes,Bacteroidales_noname,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Clostridium,Collinsella,Coprobacillus,Coprococcus,Dialister,Dorea,Eggerthella,Erysipelotrichaceae_noname,Escherichia,Eubacterium,Faecalibacterium,Gordonibacter,Holdemania,Lachnospiraceae_noname,Lactobacillus,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Peptostreptococcaceae_noname,Peptostreptococcus,Porphyromonas,Prevotella,Roseburia,Rothia,Ruminococcus,Streptococcus,Subdoligranulum,Veillonella
4.627014158993669,-11.261668453423,7.272608806038085,-11.261668453423,13.234158071707304,-11.261668453423,6.725147723331601,-11.261668453423,12.00761324365664,-11.261668453423,12.287452546026817,6.408236018319223,3.2910066489867775,11.048425612767746,-11.261668453423,6.741221547916592,4.6784961085169625,10.671607924279769,9.076772788351898,10.822132813994097,6.918468237254396,4.748842098213949,-11.261668453423,-11.261668453423,11.151052772728134,8.208189210428312,-11.261668453423,-11.261668453423,-11.261668453423,-11.261668453423,-11.261668453423,-11.261668453423,-11.261668453423,-11.261668453423,-11.261668453423,7.271626443833452,5.662009852107803,11.2772491453338,8.521372503914181,8.797659431489878
0.27986942109722396,0.7891688118266964,1.9334180026167649,5.40673832927272,-0.6987834921843741,3.7347325781887735,7.074612094109731,-16.851280666478377,4.4270879334373445,-16.851280666478377,4.243459068398553,4.763118081969453,1.4545502470120943,-1.634586888595075,5.534182502193129,6.8568293836884635,2.420405346919367,2.657153626176947,-0.8621552830513828,4.272598528515081,4.8618683134171325,4.251277404956519,-16.851280666478377,1.2638255657546638,2.2809763984109974,2.4068640331302382,-0.5847649241948931,1.2843811357395616,4.892603485068427,-16.851280666478377,-2.6851125326758316,-16.851280666478377,-16.851280666478377,3.2923273783730744,4.533244288680101,0.7038024836796077,6.241826962099459,5.52940720821427,5.003184035822165,5.179574470803245
0.8478945597432355,-15.942124686395925,1.215187078647035,2.681333631082376,0.49224056675238337,-0.7889846768258836,4.390007851181156,-15.942124686395925,8.293998266100637,-2.1884884683205166,7.49080072265351,3.3136801213501426,6.236467049309783,-0.2876528987368019,-0.6158919681861801,0.6064539006653511,6.105131825028846,3.5140155347699142,0.2919747293658924,7.982193476396282,6.2083902976134615,2.7988263268609015,-1.775956552593377,-1.7901411775249785,2.773685338087625,0.9779725948774709,-1.527777077892548,-2.3373339251801637,4.023945997314398,-2.2658750463405313,0.0063682986596205,-15.942124686395925,-15.942124686395925,-15.942124686395925,0.7332984792535726,0.7089494516549635,6.869809989604305,4.432845290973575,5.480643097245272,4.812610748388902
-17.214713304143864,1.645382993730344,1.212645104495189,4.944722183653925,0.7434556922016404,-2.1017393255423076,7.652622060242513,-17.214713304143864,4.238465493034767,1.8683460918530452,4.690479095116072,2.3668343967314787,3.1098495116633966,-2.5838374904176162,2.9339880698459075,1.5358465681501783,2.455783215308265,0.11621580930794438,1.4488351918141944,2.2289577939368956,5.482164004295527,5.256732737684592,-1.949933351156553,-0.024349305633901194,2.771098126771234,-0.4064749314954464,3.678961752776123,1.1824940938603705,4.373111980069649,-17.214713304143864,0.9879358128167328,-17.214713304143864,-1.0178063803398159,-0.03848016237298226,4.744840531494497,-1.5650224013231855,2.330604789548465,1.4507942097822557,3.8896224847591214,-0.7942932300870649
-16.480470617461293,-16.480470617461293,0.10135911262224492,4.65354633268567,3.5204869596413646,-16.480470617461293,6.728683054503414,-2.182533292968968,2.316383736828667,0.4288059996592503,6.784342880843779,5.002834400046124,3.4547437789242545,-16.480470617461293,4.630428956773755,0.5381928455398316,5.544383725946025,3.400056950676648,6.012597041198047,6.877685306837964,4.93094995902452,5.5783408750073225,-16.480470617461293,3.299749752869931,4.114768648631622,4.0569715386072,1.7603655115423222,2.472307891406316,6.130841664176035,-16.480470617461293,-0.33281606717405676,-2.542741541817411,-16.480470617461293,-0.3318456644749465,4.570680695889452,1.0500743764483695,6.709010774081181,5.413110925323221,5.486177181034558,5.185350011895371
-2.817851968273507,3.123516288642889,6.254898154761081,6.604000809897845,2.59716031742925,3.9828117947172013,6.890150672899166,4.853544086807308,-16.52800312169045,3.3371229623826064,4.424921000334222,2.479296944974074,3.852067934283366,-16.52800312169045,5.535293218667812,3.6887278745666587,4.461787544098029,1.064855561258665,-0.47604716639907274,2.0011732273870444,7.376017893717124,5.843586669654881,1.8541446829379828,0.5762824258212078,2.8761409069144217,-0.7164324951158335,3.974366637729426,5.081263297931571,5.74949231138508,-16.52800312169045,1.8541446829379828,-16.52800312169045,-16.52800312169045,-16.52800312169045,3.7239942880904504,-16.52800312169045,5.9479451945087325,3.2700573685146197,6.333091082753436,0.09449764561741085
0.06556485890718146,-1.045691991441744,1.0183178721679038,1.1956783196259886,-2.61816744210787,-1.3864071153299522,1.586924356290278,-0.11236860026188122,1.8113046055276818,-1.545530694850939,2.308668012431238,-2.041497748366597,2.04139107700125,0.3341613909135167,-0.43639051476837654,-0.8348043973919195,2.0911818772131685,0.09199861246521475,-1.3401643687121896,6.075304896224418,1.7881335749522342,1.6248781127628724,-0.8905750227328694,-0.5918472000391422,-0.042789070917919114,0.014418846643379035,-4.151945487712042,-1.254707116252725,-0.12217428098471692,-2.8021626225693836,-3.558575988428847,-2.481609707728712,-0.513645965874452,0.6537892954802055,-1.7224890792614056,-2.1391121260153314,3.97999628745904,2.6629288285536057,2.467843053609136,-0.1798273364792913
3.8315090969744388,5.198034118664207,8.594419591578374,3.0901547184562004,6.832226800355006,-13.16247191287231,5.1078509611139955,-13.16247191287231,11.37453221016033,-13.16247191287231,8.736095612357493,-13.16247191287231,9.279652897163459,2.760824781287619,7.610431349216567,4.199201825839369,9.343798514446426,6.910150524957654,4.269078579917892,3.4880151984864662,9.24600884380469,4.464799250690936,-13.16247191287231,-13.16247191287231,8.17624979745857,7.046361806386688,-13.16247191287231,-13.16247191287231,2.901167657886567,-13.16247191287231,4.957644146303474,2.303618692795802,-13.16247191287231,-13.16247191287231,5.532653684349756,-13.16247191287231,10.732716496658727,8.395036940021708,6.729900770007544,-13.16247191287231
-13.586476562918723,6.590785423638426,-13.586476562918723,5.48663353352282,7.4848159297946655,-13.586476562918723,7.040784854394651,1.079185351765498,1.5925716247972692,-13.586476562918723,8.748819822873608,2.75075469827755,8.010218433272168,-13.586476562918723,8.916945013126005,0.1882130421914208,9.268389110992656,-13.586476562918723,7.59452420020225,1.719688596714885,9.569872664547871,9.85186275413217,-13.586476562918723,-13.586476562918723,8.017788523616545,-13.586476562918723,-13.586476562918723,2.8920868999520306,4.127769126414294,4.320374064964171,4.911813169613888,-13.586476562918723,-13.586476562918723,3.694457380266747,6.649045211333657,3.0634231769451845,10.236398112774449,6.121506595706727,9.754513520154497,3.3544779190386342
-0.5220626945783552,2.893809276214363,1.496214242244901,2.816971576239612,2.1658843860293073,-1.3496536037418878,2.1394591111177435,1.5818149436519182,4.989263639791616,-17.619611689920102,5.152336178532003,0.7715372617259466,4.578227206973326,-17.619611689920102,4.644963100622011,3.8608647363445607,4.9357923126925405,-1.5330066028539848,-0.9863000071573451,0.726345518612188,5.2338660339984,3.378942231081877,2.000039369750452,-0.7768701428928557,2.3234228617412267,-2.0549011032335414,-17.619611689920102,-0.10923958131345081,-1.0769020466126364,-0.4812256810201172,3.9613279906624297,2.528378888838872,-1.9827826986739447,2.955629664838527,2.5469241928143,-17.619611689920102,6.634861436519746,2.895042002789974,4.4993169868354315,-0.3598442289047468
