rank,mean_auroc,std_auroc,params,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_criterion,param_class_weight,param_ccp_alpha
4742,0.7223974654716276,0.10117860825629964,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,4,,0.3,10.0,entropy,balanced,0.001
4743,0.7223974654716276,0.10117860825629964,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,4,,0.3,10.0,entropy,balanced,0.001
4744,0.7223933278407417,0.09057907882466872,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,10,2,0.9,sqrt,20.0,entropy,balanced_subsample,0.001
4745,0.7223933278407417,0.09057907882466872,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,10,2,0.9,sqrt,20.0,entropy,balanced_subsample,0.0
4746,0.7223915884508556,0.10176570387101444,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,20,1,0.9,sqrt,,entropy,balanced,0.001
4747,0.7223915884508556,0.10176570387101444,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,20,1,0.9,sqrt,20.0,entropy,balanced,0.0
4748,0.7223915884508556,0.10176570387101444,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,20,1,0.9,sqrt,20.0,entropy,balanced,0.001
4749,0.7223915884508556,0.10176570387101444,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,20,1,0.9,sqrt,,entropy,balanced,0.0001
4750,0.7223915884508556,0.10176570387101444,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,20,1,0.9,sqrt,20.0,entropy,balanced,0.0001
4751,0.7223915884508556,0.10176570387101444,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,20,1,0.9,sqrt,,entropy,balanced,0.0
